,longitude,latitude
0,12.419205126717092,41.66150096176846
1,12.410971874781085,41.66179287261911
2,12.408537148789899,41.66895637004839
3,12.398970415983955,41.67052389344701
4,12.396391837325336,41.67765603391417
5,12.386368400919403,41.67913476325129
7,12.373698498776028,41.687421262183804
9,12.36104196493375,41.6955332929984
10,12.351750321206572,41.697797931373216
11,12.348327932689594,41.70363536047467
12,12.337785656339191,41.70542603017954
14,12.324996287091407,41.71280343916312
15,12.31550159030268,41.71499897276531
16,12.31216907080543,41.72070412010866
17,12.300954945851354,41.72186735683902
18,12.292104747061783,41.7236336588073
19,12.288322504508153,41.729238854005956
20,12.277188758363444,41.730729052504444
21,12.268202458351615,41.73230516804869
22,12.264351582649264,41.73765443537277
23,12.252821443808815,41.73898800720506
26,12.241027732305215,41.739860401913774
28,12.253059874331889,41.74325482005144
29,12.264251249651215,41.745274854216795
30,12.275568593724095,41.746580930719915
31,12.27846682900214,41.752492781401784
32,12.287927667656925,41.75538743922282
33,12.286719278800836,41.7649768841566
37,12.286305879704399,41.78248003374055
40,12.309068670668367,41.79226285756956
42,12.320565919097376,41.801603130101846
43,12.31277039803138,41.80395218796666
44,12.310630499516776,41.810571934054515
45,12.308050659511418,41.81931316549442
46,12.299982281710482,41.821348843761236
47,12.296567826542892,41.828446621112505
48,12.288896109754875,41.831353066892724
49,12.28551588729164,41.83763181955056
50,12.283146923096734,41.84554248673767
51,12.274297516583951,41.847002120085556
52,12.271182083794159,41.854401306813834
53,12.264124556102704,41.85630508636397
54,12.262809190652382,41.86392629007847
55,12.259142758176658,41.87240187121601
56,12.251770349406607,41.874930732908076
57,12.24689463216201,41.88162078365235
58,12.238933085159925,41.88303228578229
59,12.238763172787722,41.88618275605811
60,12.246433892933561,41.88772160509853
61,12.257668434097965,41.889750065894376
62,12.260088541475131,41.8978895969594
63,12.261734933741625,41.9055264099549
64,12.26902844518557,41.9078373810369
65,12.270369558815483,41.91640046427666
66,12.272278475218112,41.92354456192577
67,12.280117342561885,41.925943019044475
68,12.283250346373288,41.932508827135884
69,12.291439625798521,41.93527535523425
70,12.294542038836626,41.94240619590521
71,12.302705117548784,41.944661465063064
72,12.303546772730156,41.953408207927154
73,12.303316585857704,41.96323574957381
74,12.290361094340701,41.96569910582082
75,12.28970397553303,41.97138209003279
76,12.277604943836087,41.97153039691886
77,12.268193761999154,41.97180721043773
78,12.26559475057388,41.9797535045609
79,12.261481283727164,41.974934155487546
80,12.253583220272574,41.973842189718724
81,12.25493722878057,41.97979743237996
82,12.253366662126407,41.98842355713049
83,12.246488856194295,41.98956061891117
84,12.245221950150764,41.998152526690504
85,12.245171261111645,42.00564957058359
86,12.244637049723426,42.01415530355263
87,12.252217305303454,42.01449664113386
88,12.264386823704148,42.01526829102923
89,12.265822222105639,42.024701057855246
90,12.266121260406655,42.033414545140985
91,12.26599331337554,42.04282211429808
92,12.264727559612682,42.05137275438946
93,12.26506442227614,42.058003587350925
94,12.274110721154843,42.0587610968557
95,12.28366988464958,42.057880212771714
96,12.286199813064819,42.052012770222646
97,12.29827434452087,42.052082053439754
98,12.29876054867505,42.05884353049452
101,12.321854760159074,42.0701474471927
102,12.322898139901412,42.08007334210592
103,12.322340967291893,42.086444170214925
107,12.378881025214419,42.083326610599954
108,12.367894703650245,42.080940269039274
109,12.367661648628992,42.071909991267574
110,12.367812344028717,42.0629311530983
111,12.36881449634543,42.053746128277375
112,12.380006773144283,42.05212196417544
113,12.381397663056896,42.04525961462125
114,12.38894477444106,42.0437574674535
115,12.393258162151723,42.036150199324865
117,12.405815816966104,42.02785374000206
118,12.41760558999534,42.027567749313825
119,12.430980044749672,42.0282331604679
120,12.429521288172923,42.037519464415894
121,12.420101481751573,42.04014213191078
122,12.41777265832904,42.04632450249437
125,12.405850113355351,42.05952113298264
127,12.427407077163004,42.04549896725634
130,12.452880167428663,42.03786749207285
132,12.456719321738866,42.05611120555628
133,12.464040672542884,42.056069901492556
134,12.46533848947897,42.061004018491836
135,12.474693098588894,42.0612031582832
136,12.486861254537645,42.06509819991716
139,12.483524109777996,42.0732319626481
141,12.49361782345631,42.060750439551526
142,12.487691752033646,42.056603567165226
143,12.500675696837378,42.05671844078804
144,12.501243735519736,42.06466577156345
145,12.51105147045783,42.06556128827592
146,12.523361277440967,42.06536917496145
148,12.535451096277079,42.06601877038957
149,12.53884457235336,42.07247537141405
150,12.54504784762975,42.073455683332696
151,12.558437676985434,42.07420495626522
152,12.558008143166113,42.06690673829092
154,12.569212832579222,42.05717807907552
155,12.578060197964621,42.05466743138619
156,12.579292278154304,42.048787610796694
157,12.582960196779979,42.040521877856726
158,12.592658815172706,42.03805151723168
159,12.595397402720605,42.03197388445917
160,12.605772262009177,42.030316584795976
163,12.60735486581164,42.02394409254913
164,12.604329869300617,42.014126286035165
165,12.603063810494422,42.00647062880296
166,12.595980667151162,42.00551199642254
167,12.596224936452751,41.995729363829355
168,12.607285219223709,41.99333269752414
169,12.614839521311584,41.99208189249198
170,12.61638636787922,41.987761220410505
171,12.615648148180004,41.98100864376013
172,12.609128126893907,41.97853592776982
173,12.609345670118126,41.969286123242966
174,12.617442439676106,41.96726940189188
175,12.620490032015555,41.959700224319185
176,12.632338828669143,41.95720235773567
177,12.641607904276189,41.95703920692693
178,12.641721403830278,41.951961731111616
179,12.644465038160954,41.94238012846621
180,12.65383972187086,41.94075249513051
181,12.655966319799745,41.93304541378603
182,12.664707326113671,41.930435019487426
183,12.670602333052525,41.925292690882706
184,12.674385020028875,41.93144112030274
185,12.677716420899708,41.931615199367435
186,12.682297588733796,41.926089946475514
187,12.685905803373895,41.93268335052395
188,12.693926080746868,41.93314752798371
189,12.703815558884543,41.933500873198064
191,12.717711401928478,41.92640387651942
193,12.730163656260864,41.92646597139367
195,12.736645289934666,41.932277266511235
196,12.741116049518787,41.92682185314171
197,12.749449773217094,41.92505725558581
198,12.753602188040203,41.91847506891917
199,12.757795700280042,41.92408047939071
200,12.765371250715518,41.924893631324196
201,12.774227708379058,41.92534632692531
202,12.777262856701979,41.91898797640117
203,12.788658726877667,41.91852799744207
204,12.800055377878978,41.91693604426273
205,12.80749577804147,41.91608163904501
206,12.80739813463187,41.91330662638562
207,12.800711115720329,41.91160291373369
208,12.80231933450308,41.90053131213075
209,12.810228934785911,41.898469884909495
210,12.813939533806128,41.8929130584479
211,12.824483316805633,41.890393108338515
214,12.846036990893882,41.88567450001434
215,12.837623281795892,41.88425864908987
216,12.838643336241246,41.8759746832876
217,12.848296461670893,41.87436454902868
220,12.82902263463003,41.87824383073262
221,12.826029078341811,41.88420167576594
224,12.792367849630642,41.90499195831171
225,12.789542045040378,41.910369115816
226,12.778315986700377,41.91216858815749
227,12.765033629921808,41.91087401564312
228,12.75391850868525,41.909566314598734
229,12.751981344885971,41.90363537913959
230,12.742121915972026,41.901927635681886
231,12.730439629035809,41.90018164388601
232,12.72966257732871,41.8919713140015
235,12.71935929515165,41.891410779179616
236,12.707211674964855,41.89225975543416
237,12.69497959087937,41.890680022554356
238,12.695005692513119,41.88127104778449
240,12.703037966210566,41.87187295328109
241,12.706338535487143,41.86245742544454
243,12.719079314524123,41.85427344225919
246,12.72691628107274,41.85154374698134
247,12.730916143161672,41.845068327313854
248,12.73269539745458,41.83729940709793
249,12.739184384632702,41.834986360510165
250,12.740352784140732,41.83167058486653
251,12.732612829368431,41.83091000040047
253,12.72254173881691,41.83889883995594
254,12.709397814662461,41.83869407219901
255,12.703069330481737,41.84121469163688
256,12.697358025573648,41.84625930377486
257,12.696259242982917,41.83981888325688
258,12.686852080675724,41.84586834335793
259,12.689031804407236,41.84029745032392
261,12.684967440713574,41.85440705446272
262,12.672715321635668,41.854695888867305
263,12.669017170829886,41.849052931193036
264,12.661625113548507,41.85516765504039
265,12.649367591273394,41.85367426404189
266,12.656742963726007,41.84997842769413
267,12.65955080841857,41.84520932701255
269,12.647365454266746,41.844638715175584
270,12.648268784895826,41.836307670083215
271,12.638083054927288,41.83563598343787
272,12.638965317831344,41.826889178115785
273,12.649402048419143,41.82382665241178
274,12.657526051796818,41.822843918483855
275,12.658202662284285,41.81961810335635
276,12.651767862336948,41.81973521127342
